pair_ID	topics_euclidean_dist	topic0	topic1	topic2	topic3	topic4	topic5	topic6	topic7	topic8	topic9	topic10	topic11	topic12	topic13	topic14	topic15	topic16	topic17	topic18	topic19	topic20	topic21	topic22	topic23	topic24	ttopics_euclidean_dist	ttopic0	ttopic1	ttopic2	ttopic3	ttopic4	ttopic5	ttopic6	ttopic7	ttopic8	ttopic9	ttopic10	ttopic11	ttopic12	ttopic13	ttopic14	ttopic15	ttopic16	ttopic17	ttopic18	ttopic19	ttopic20	ttopic21	ttopic22	ttopic23	ttopic24
7927	0.209943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140010	0.000000	0.000000	0.000000	0.000000	0.156439	0.000000	0.000000	0.000000	0.000000	0.250482	0.000000	0.000000	0.000000	0.000000	0.171311	0.000000	0.000000	0.000000	0.000000	0.000000	0.182739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7933	1.087454	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.290149	0.000000	0.000000	0.862857	0.000000	0.594851	0.000000	0.000000	0.000000	0.000000	1.074334	0.470245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.398326	0.000000	0.000000	0.000000	0.000000
7934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7935	0.022857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7936	0.165063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107054	0.000000	0.000000	0.000000	0.000000	0.360746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.299119	0.000000	0.000000	0.000000	0.000000	0.147938	0.000000	0.000000	0.000000	0.000000
7939	1.234024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.104305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.679451	0.000000	0.000000	0.000000	0.000000	0.228549	0.000000	0.000000	0.000000	0.000000
7940	1.159476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.789032	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127332	0.000000	0.000000	0.000000	0.000000	1.069239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.552549	0.000000	0.000000	0.000000	0.000000	0.363815	0.000000	0.000000	0.000000	0.000000
7946	0.047476	0.000000	0.000000	0.000000	0.000000	0.000000	0.015976	0.011510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019944	0.000000	0.003249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.019678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7949	0.675270	0.000000	0.000000	0.000000	0.000000	0.000000	0.214501	0.417374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.442366	0.000000	0.000000	0.886759	0.000000	0.456039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.533533	0.000000	0.000000	0.000000	0.000000	0.000000	0.412533	0.351467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7953	0.322114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038347	0.203983	0.000000	0.000000	0.246329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087857	0.062124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7954	0.033592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023753	0.000000	0.000000	0.000000	0.000112	0.000090	0.000000	0.000000	0.000034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000056	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7957	0.951959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025638	0.655676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.689678	0.000000	0.000000	0.000000	0.325510	0.053887	0.000000	0.000000	0.205083	0.000000	0.000000	0.000000	0.000000	0.000000	0.246970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7959	0.934771	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074140	0.451798	0.000000	0.000000	0.246499	0.000000	0.000000	0.000000	0.000000	0.000000	0.776800	0.000000	0.000000	0.000000	0.513733	0.051668	0.000000	0.000000	0.391852	0.000000	0.000000	0.000000	0.000000	0.000000	0.328184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7963	0.000874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000618	0.000000	0.000106	0.000000	0.000075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7964	0.384618	0.000000	0.000000	0.000000	0.000000	0.000000	0.163214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.180795	0.000000	0.000000	0.293319	0.000000	0.000000	0.050690	0.000000	0.000000	0.425891	0.006064	0.119552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.219295	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.344911
7966	0.788788	0.000000	0.000000	0.000000	0.000000	0.000000	0.548798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.566576	0.000000	0.383408	0.147369	0.021357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.173811
7967	0.845074	0.000000	0.000000	0.000000	0.000000	0.000000	0.058062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.624469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.566408	0.000000	0.499953	0.134612	0.224434	0.000000	0.000000	0.249974	0.000000	0.000000	0.000000	0.000000	0.307510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156247
7971	0.713386	0.000000	0.000000	0.000000	0.000000	0.000000	0.048245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293479	0.000000	0.000000	0.314206	0.567218	0.000000	0.523489	0.149524	0.194745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.345109
7972	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7973	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.609826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.436888	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7976	0.867670	0.000000	0.000000	0.000000	0.000000	0.000000	0.134205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.707577	0.170479	0.452893	0.000000	0.000000	1.273106	0.000000	0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7977	1.091259	0.000000	0.000000	0.000000	0.000000	0.000000	0.171027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.143493	0.605480	0.000000	0.000000	1.267861	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7980	1.076295	0.000000	0.000000	0.000000	0.000000	0.000000	0.142275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.213733	0.563992	0.000000	0.000000	1.267861	0.000000	0.912727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7981	0.126727	0.000000	0.000000	0.000000	0.000000	0.000000	0.081614	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.273984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.183828	0.000000	0.000000	0.000000	0.000000	0.000000	0.203161
7985	0.068586	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.048000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.398377	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.298000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.260000
7986	0.815436	0.000000	0.000000	0.000000	0.000000	0.000000	0.621251	0.000000	0.000000	0.527172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.127892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.642994	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.203672	0.000000	0.000000	0.000000	0.000000
7987	0.831223	0.000000	0.000000	0.000000	0.000000	0.000000	0.620779	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.552779	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.234024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7989	0.685561	0.000000	0.000000	0.000000	0.000000	0.000000	0.538989	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.423656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.101249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.720136	0.000000	0.000000	0.000000	0.000000	0.000000	0.203197
7990	1.212469	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.212469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.808000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7993	0.686443	0.000000	0.000000	0.226521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.347534	0.000000	0.000000	0.000000	0.000000	0.546912	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044459	0.000000	0.000000	0.000000	0.017717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006778	0.000000	0.000000	0.000000	0.000000	0.000000	0.040209
7995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069717	0.000000	0.000000	0.000000	0.049254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000087	0.000000	0.000000	0.000000	0.049341	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7996	1.249695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.336164	0.000000	0.000000	0.000000	0.030259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107983	0.000000	0.150147	0.000000	0.080933	0.000000	0.000000	0.000000	0.000000	0.000000	0.267089
7998	1.249695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.658010	0.000000	0.000000	0.000000	0.276656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107621	0.000000	0.000000	0.000000	0.507658	0.000000	0.000000	0.000000	0.000000	0.000000	0.295193
7999	1.044090	0.000000	0.000000	0.221274	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.347574	0.000000	0.000000	0.000000	0.904000	0.321152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.364390	0.000000	0.000000	0.000000	0.133333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107620	0.000000	0.000000	0.000000	0.089834	0.000000	0.000000	0.000000	0.000000	0.000000	0.308788
8002	0.184894	0.000000	0.000000	0.000000	0.125139	0.006378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015150	0.000000	0.000000	0.000000	0.000000	0.015150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8005	0.917473	0.000000	0.000000	0.000000	0.676757	0.221021	0.000000	0.439455	0.000000	0.000000	0.000000	0.000000	0.000000	0.376545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.905527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.565028	0.000000	0.250972	0.580671	0.000000	0.000000	0.000000	0.000000	0.317107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8006	0.930210	0.000000	0.000000	0.000000	0.676774	0.221004	0.000000	0.422148	0.000000	0.000000	0.000000	0.000000	0.000000	0.424519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.956299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.666573	0.000000	0.000000	0.580707	0.000000	0.000000	0.000000	0.180093	0.317070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8010	0.150460	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123707	0.000000	0.058336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062704	0.000000	0.000000	0.223146	0.000000	0.040984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131736	0.000000	0.000000	0.175386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8012	0.306143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213600	0.000000	0.000000	0.000000	0.000000	0.000000	0.219314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8014	0.831849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.435710	0.000000	0.000000	0.649333	0.000000	0.000000	0.000000	0.000000	0.000000	0.283718	0.000000	0.000000	0.432220	0.000000	0.225819	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.323636	0.000000	0.000000	0.176293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8018	1.089674	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.435281	0.000000	0.000000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.503386	0.000000	0.000000	0.431950	0.000000	0.225802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.323405	0.000000	0.000000	0.176079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8021	0.222907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.162593	0.000000	0.000000	0.000000	0.000000	0.152394	0.000000	0.000000	0.000168	0.000000	0.000119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8024	0.188395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112663	0.000000	0.000000	0.906105	0.000000	0.629788	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057461	0.648916	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8025	0.131786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110361	0.000000	0.000000	0.970696	0.000000	0.740309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079136	0.622840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244777	0.000000	0.000000	0.000000	0.175917	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.170203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8029	0.017143	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8031	0.013333	0.000000	0.013333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047393	0.000000	0.000000	0.000000	0.000000	0.000000	0.026508	0.039286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8032	1.232446	0.000000	0.880000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.232446	0.000000	0.000000	0.000000	0.000000	0.000000	0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8037	0.008727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8038	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271737	0.000000	0.000000	0.192147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.161310	0.000000	0.000000	0.114063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.114063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
