@relation 'semeval_preprocessed'
@attribute 'pair_ID' integer
@attribute 'lex_count_sw_s1' numeric
@attribute 'lex_count_sw_s2' numeric
@attribute 'lex_count_sw_dif' numeric
@attribute 'JCN_sum_max' numeric
@attribute 'lex_overlap_rem_0sw' numeric
@attribute 'lex_overlap_rem_1sw' numeric
@attribute 'lex_overlap_rem_2sw' numeric
@attribute 'lex_overlap_rem_3sw' numeric
@attribute 'syn_count_dif_NPs' numeric
@attribute 'syn_count_dif_VPs' numeric
@attribute 'syn_count_dif_PPs' numeric
@attribute 'relatedness_groundtruth' numeric

@data
7887,5,5,0,1000,0.909,0.9,0.9,0.9,0,0,0,4.5
7888,6,5,1,1000,0.917,0.909,0.909,0.909,0,0,0,3.2
7890,6,6,0,1000,0.909,0.9,0.9,0.9,0,0,0,3.6
7891,6,5,1,1000,0.75,0.727,0.727,0.727,0,0,1,4.0
7892,6,5,1,1000,0.727,0.7,0.7,0.7,0,0,1,3.5
7893,6,5,1,1000,0.727,0.7,0.7,0.7,0,0,1,4.3
7896,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.635
7898,9,9,0,1000,1,1,1,1,0,0,0,4.9
7899,9,9,0,1000,0.933,0.929,0.923,0.923,0,0,0,3.6
7900,4,9,5,0.221,0.267,0.214,0.231,0.231,3,1,1,3.5
7902,9,4,5,0.9,0.2,0.143,0.154,0.154,3,1,1,4.2
7903,9,5,4,0.331,0.267,0.214,0.231,0.231,2,0,1,3.3
7906,7,8,1,1000,0.875,0.867,0.867,0.867,1,1,0,3.5
7909,9,9,0,1000,0.933,0.929,0.929,0.929,0,0,0,4.0
7912,9,7,2,1000,0.4,0.357,0.357,0.357,0,1,1,3.2
7917,5,4,1,1000,0.857,0.833,0.833,0.833,0,0,0,2.5
7921,4,7,3,1000,0.455,0.4,0.4,0.4,2,2,0,2.9
7923,5,7,2,1000,0.556,0.5,0.5,0.5,1,1,0,2.6
7925,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.7
7926,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.5
7927,6,5,1,1000,0.9,0.889,0.889,0.889,0,0,0,4.4
7933,6,6,0,0.606,0.2,0.111,0.111,0.111,0,0,0,1.5
7934,5,3,2,1000,0.7,0.667,0.667,0.625,0,0,1,5.0
7935,3,4,1,1000,0.778,0.75,0.75,0.75,1,1,0,3.0
7936,8,7,1,1000,0.786,0.769,0.769,0.769,1,1,1,4.8
7939,3,8,5,1000,0.214,0.154,0.154,0.154,2,2,3,1.7
7940,8,5,3,1000,0.214,0.154,0.154,0.154,2,2,2,1.9
7946,5,6,1,1000,0.818,0.8,0.8,0.8,1,1,0,3.0
7949,5,6,1,1000,0.333,0.25,0.25,0.25,0,0,0,3.3
7953,6,6,0,1000,0.9,0.9,0.9,0.9,0,0,0,3.0
7954,9,11,2,1000,0.8,0.786,0.786,0.786,0,0,1,4.9
7957,10,6,4,1000,0.385,0.385,0.385,0.385,2,1,1,3.5
7959,6,9,3,1000,0.308,0.333,0.333,0.333,1,1,1,2.5
7963,4,4,0,1000,0.889,0.889,0.889,0.889,0,0,0,4.1
7964,3,4,1,1000,0.8,0.778,0.778,0.778,0,0,0,4.8
7966,4,4,0,1000,0.3,0.333,0.333,0.333,0,0,0,2.8
7967,4,4,0,1000,0.3,0.333,0.333,0.333,0,0,0,1.9
7971,4,3,1,1000,0.333,0.333,0.333,0.333,0,0,0,3.0
7972,7,7,0,1000,0.909,0.909,0.909,0.909,0,0,0,4.4
7973,8,7,1,1000,0.818,0.818,0.818,0.818,1,0,0,3.9
7976,7,7,0,1000,0.462,0.5,0.5,0.5,0,1,1,2.9
7977,7,7,0,1000,0.417,0.455,0.455,0.455,0,1,1,2.9
7980,7,7,0,1000,0.5,0.545,0.545,0.545,0,1,1,3.7
7981,5,7,2,1000,0.786,0.769,0.769,0.769,1,0,1,4.4
7985,4,6,2,1000,0.556,0.5,0.5,0.5,1,0,1,3.1
7986,6,5,1,1000,0.5,0.455,0.455,0.455,1,1,1,3.3
7987,5,7,2,1000,0.583,0.545,0.545,0.545,1,1,1,3.6
7989,7,6,1,1000,0.429,0.385,0.385,0.385,2,1,0,4.0
7990,5,6,1,1000,0.5,0.455,0.455,0.455,1,1,1,2.565
7993,5,4,1,1000,0.889,0.889,0.889,0.889,0,0,0,4.2
7995,5,6,1,1000,0.909,0.909,0.909,0.909,1,0,1,4.4
7996,4,5,1,1000,0.364,0.364,0.364,0.364,0,1,1,4.0
7998,4,5,1,1000,0.273,0.273,0.273,0.273,0,1,1,4.0
7999,5,5,0,1000,0.364,0.364,0.364,0.364,0,1,1,3.1
8002,6,7,1,1000,0.8,0.8,0.8,0.8,0,0,0,3.785
8005,3,6,3,0.629,0,0,0,0,1,1,1,2.0
8006,3,6,3,0.647,0,0,0,0,1,1,1,2.1
8010,10,10,0,1000,0.938,0.933,0.933,0.933,0,0,0,4.4
8012,4,6,2,1000,0.727,0.7,0.7,0.7,0,0,1,4.8
8014,10,6,4,1000,0.25,0.2,0.2,0.2,1,2,0,3.8
8018,10,4,6,1000,0.312,0.267,0.267,0.267,1,2,1,4.0
8021,5,5,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.7
8024,4,5,1,1000,0.6,0.556,0.556,0.556,0,0,0,3.3
8025,5,4,1,1000,0.5,0.444,0.444,0.444,0,0,0,3.6
8028,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.8
8029,5,4,1,1000,0.8,0.8,0.8,0.8,2,2,0,3.7
8031,6,5,1,1000,0.9,0.889,0.889,0.889,0,0,0,3.8
8032,5,4,1,1000,0.444,0.375,0.375,0.375,1,0,0,4.1
8037,6,6,0,1000,0.909,1,1,1,0,0,0,4.9
8038,7,6,1,1000,0.909,0.909,0.909,0.909,0,0,0,3.9
8039,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,5.0
8040,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.5
8041,6,5,1,1000,0.4,0.4,0.4,0.4,1,0,1,4.0
8044,5,7,2,1000,0.455,0.455,0.455,0.455,1,0,1,3.3
8047,5,5,0,1000,0.917,0.909,0.909,0.909,0,0,0,3.5
8049,4,4,0,1000,0.889,0.889,0.889,0.889,0,0,0,4.2
8050,5,4,1,1000,0.667,0.727,0.727,0.727,0,1,0,4.3
8055,4,3,1,1000,0.75,0.714,0.714,0.714,0,0,0,4.5
8058,9,9,0,1000,0.895,0.889,0.889,0.889,0,0,0,3.9
8059,9,3,6,0.303,0.211,0.167,0.167,0.167,3,1,0,4.185
8060,9,3,6,0.236,0.167,0.118,0.118,0.118,3,1,0,2.9
8064,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.5
8065,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,3.5
8067,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.4
8068,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.5
8069,4,4,0,1000,0.625,0.571,0.571,0.571,0,0,0,4.3
8071,4,4,0,1000,0.5,0.429,0.429,0.429,0,0,0,3.4
8072,4,4,0,1000,0.625,0.571,0.571,0.571,0,0,0,4.0
8073,6,6,0,1000,0.929,0.923,0.923,0.923,0,0,0,4.3
8076,4,4,0,1000,0.9,0.889,0.889,0.889,0,0,0,3.9
8077,4,6,2,1000,0.357,0.308,0.308,0.308,1,0,1,3.8
8079,4,6,2,1000,0.429,0.385,0.385,0.385,1,0,1,3.4
8084,5,5,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.5
8089,7,5,2,1000,0.667,0.636,0.636,0.636,1,0,1,3.6
8090,7,5,2,1000,0.692,0.667,0.667,0.667,1,0,1,4.3
8091,7,8,1,1000,0.833,0.818,0.818,0.818,0,0,1,4.9
8092,7,7,0,1000,0.909,0.9,0.9,0.9,0,0,0,3.5
8093,5,7,2,1000,0.727,0.7,0.7,0.7,0,0,1,4.8
8094,5,5,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.6
8095,7,7,0,1000,0.455,0.4,0.4,0.4,1,0,0,3.6
8096,7,5,2,1000,0.455,0.4,0.4,0.4,1,0,1,3.0
8104,9,4,5,1000,0.357,0.308,0.308,0.308,2,1,1,3.4
8105,10,4,6,1000,0.429,0.385,0.385,0.385,2,1,1,4.0
8108,4,10,6,1000,0.4,0.357,0.357,0.357,2,1,1,3.8
8109,6,6,0,1000,0.909,0.9,0.9,0.889,0,0,0,4.6
8110,6,6,0,1000,0.909,0.9,0.9,0.889,0,0,0,3.7
8112,6,5,1,1000,0.889,0.875,0.875,0.875,0,0,0,3.8
8119,6,6,0,1000,0.9,0.889,0.889,0.889,0,0,0,3.58
8120,3,2,1,1000,0.5,0.6,0.6,0.6,1,0,0,4.45
8121,3,2,1,1000,0.5,0.6,0.6,0.6,1,0,0,3.8
8124,3,6,3,1000,0.1,0,0,0,1,0,2,2.9
8126,6,3,3,1000,0.1,0,0,0,1,0,2,3.5
8127,6,5,1,1000,0.5,0.545,0.545,0.545,1,0,0,4.8
8129,5,5,0,1000,0.909,0.9,0.9,0.9,0,0,0,4.5
8130,5,5,0,1000,0.909,0.9,0.9,0.9,0,0,0,3.265
8134,5,6,1,1000,0.333,0.273,0.273,0.273,1,0,1,3.3
8136,4,5,1,1000,0.8,0.778,0.778,0.778,1,0,1,4.6
8143,5,11,6,1000,0.4,0.357,0.357,0.357,1,0,0,3.4
8145,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.8
8147,8,8,0,1000,0.846,0.833,0.833,0.833,0,0,0,4.4
8152,8,6,2,1000,0.308,0.25,0.25,0.25,1,0,1,2.7
8155,3,2,1,1000,0.857,0.857,0.857,0.857,0,0,0,4.2
8156,6,7,1,1000,0.846,0.833,0.833,0.833,0,0,1,4.9
8157,5,6,1,1000,0.917,0.909,0.909,0.909,0,0,0,3.6
8158,7,2,5,0.341,0.154,0.167,0.167,0.167,2,0,3,4.2
8159,5,2,3,0.341,0.167,0.182,0.182,0.182,2,0,2,2.8
8161,6,3,3,0.341,0.25,0.273,0.273,0.273,2,0,2,3.3
8162,6,2,4,0.341,0.25,0.273,0.273,0.273,2,0,2,3.7
8165,9,10,1,1000,0.889,0.882,0.882,0.882,1,0,1,4.5
8168,11,9,2,1000,0.625,0.6,0.6,0.6,1,0,0,2.5
8173,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.4
8175,6,6,0,1000,0.818,0.8,0.8,0.8,0,0,1,4.1
8177,6,4,2,1000,0.455,0.4,0.4,0.4,0,0,1,3.1
8179,6,4,2,1000,0.545,0.5,0.5,0.5,0,0,0,2.8
8180,6,4,2,1000,0.636,0.6,0.6,0.6,0,0,0,4.0
8184,4,5,1,1000,0.9,0.889,0.889,0.889,0,0,0,3.6
8186,4,5,1,1000,0.8,0.778,0.778,0.778,0,0,0,4.3
8187,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.9
8189,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,3.8
8190,6,7,1,1000,0.923,0.917,0.917,0.917,0,0,0,4.8
8191,7,6,1,1000,0.857,0.846,0.846,0.846,0,0,0,3.6
8192,5,5,0,1000,0.917,0.917,0.917,0.909,0,0,0,5.0
8194,6,5,1,1000,0.308,0.333,0.333,0.333,2,0,2,2.8
8195,5,6,1,1000,0.308,0.333,0.333,0.333,2,0,2,2.9
8196,5,7,2,1000,0.308,0.333,0.333,0.333,2,0,2,2.8
8199,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.435
8200,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.5
8201,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.5
8206,5,6,1,1000,0.556,0.5,0.5,0.5,0,1,1,3.8
8210,5,4,1,1000,0.7,0.667,0.667,0.667,0,0,0,4.2
8211,7,5,2,1000,0.667,0.667,0.667,0.667,1,0,1,3.8
8213,7,8,1,1000,0.333,0.333,0.333,0.333,0,1,1,2.6
8215,5,6,1,1000,0.364,0.3,0.3,0.3,0,1,1,2.3
8216,8,5,3,1000,0.333,0.273,0.273,0.273,1,1,0,2.0
8217,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.7
8219,3,3,0,1000,0.857,0.857,0.857,0.857,0,0,0,4.8
8223,4,3,1,1000,0.375,0.429,0.429,0.429,0,0,0,3.9
8225,3,4,1,1000,0.333,0.375,0.375,0.375,0,0,0,3.8
8227,4,4,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.7
8228,3,3,0,1000,0.875,0.857,0.857,0.857,0,0,1,4.3
8230,4,3,1,1000,0.625,0.571,0.571,0.571,0,0,0,4.3
8233,3,4,1,1000,0.5,0.429,0.429,0.429,0,0,1,3.0
8246,5,5,0,1000,1,1,1,1,0,0,0,4.4
8247,5,5,0,1000,0.909,0.9,0.9,0.9,0,0,0,4.0
8248,5,5,0,1000,0.545,0.5,0.5,0.5,0,0,0,4.0
8249,5,5,0,1000,0.455,0.4,0.4,0.4,0,0,0,3.3
8251,5,5,0,1000,0.455,0.4,0.4,0.4,0,0,0,2.9
8258,7,7,0,1000,0.571,0.538,0.538,0.538,0,0,0,3.2
8264,6,6,0,1000,0.923,0.917,0.917,0.917,0,0,0,5.0
8266,5,6,1,0.963,0.231,0.167,0.167,0.167,1,0,1,3.8
8267,6,5,1,0.963,0.25,0.182,0.182,0.182,1,0,1,3.9
8269,7,6,1,0.963,0.25,0.182,0.182,0.182,1,0,1,2.6
8272,9,7,2,1000,0.8,0.786,0.786,0.786,1,0,1,4.2
8274,2,2,0,1000,0.8,0.8,0.8,0.8,0,0,0,3.7
8276,2,9,7,1000,0.2,0.214,0.214,0.214,3,0,2,2.8
8277,9,2,7,1000,0.2,0.214,0.214,0.214,3,0,2,3.8
8281,6,6,0,1000,0.909,0.9,0.9,0.9,0,0,0,2.9
8282,7,7,0,1000,0.917,0.909,0.909,0.909,0,0,0,4.8
8283,7,8,1,1000,0.917,0.909,0.909,0.909,0,1,0,4.0
8285,6,8,2,1000,0.667,0.636,0.636,0.636,0,0,1,3.3
8288,6,7,1,1000,0.667,0.636,0.636,0.636,0,1,1,3.7
8289,4,4,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.6
8294,4,4,0,1000,0.571,0.571,0.571,0.571,0,0,0,4.2
8296,4,5,1,1000,0.5,0.5,0.5,0.5,1,1,0,2.4
8300,2,2,0,1000,0.75,0.714,0.714,0.714,0,0,0,4.5
8304,2,4,2,1000,0.429,0.333,0.333,0.333,0,0,1,4.5
8305,2,2,0,1000,0.571,0.5,0.5,0.5,0,0,0,3.3
8306,2,2,0,1000,0.714,0.667,0.667,0.667,0,0,0,4.3
8307,5,5,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.9
8312,5,7,2,1000,0.077,0,0,0,0,1,1,2.7
8314,7,5,2,1000,0.077,0,0,0,0,1,1,2.9
8316,3,3,0,1000,0.833,0.8,0.8,0.8,0,0,0,4.7
8317,3,5,2,1000,0.5,0.429,0.429,0.429,1,1,0,3.0
8321,3,3,0,1000,0.333,0.2,0.2,0.2,1,0,1,2.2
8323,2,5,3,1000,0.375,0.286,0.286,0.286,2,1,1,2.7
8325,6,7,1,1000,0.846,0.917,0.917,0.917,1,0,1,4.8
8327,6,6,0,1000,0.833,0.818,0.818,0.818,0,0,0,4.2
8328,6,7,1,1000,0.923,0.917,0.917,0.917,1,0,0,3.9
8329,7,6,1,1000,0.308,0.25,0.25,0.25,0,0,1,3.3
8330,7,7,0,1000,0.308,0.25,0.25,0.25,1,0,1,3.9
8331,6,6,0,1000,0.25,0.25,0.25,0.25,1,0,0,4.1
8333,7,6,1,1000,0.308,0.25,0.25,0.25,0,0,1,3.735
8335,5,5,0,1000,0.857,0.833,0.833,0.833,0,0,0,2.5
8336,5,5,0,1000,0.818,0.8,0.8,0.889,0,0,0,4.8
8338,5,5,0,1000,0.778,0.75,0.75,0.75,0,0,0,4.4
8339,5,5,0,1000,0.545,0.5,0.5,0.556,0,0,0,3.6
8340,5,5,0,1000,0.545,0.5,0.5,0.556,0,0,0,4.3
8345,9,9,0,1000,0.938,0.933,0.933,0.933,0,0,0,4.6
8347,9,7,2,1000,0.5,0.467,0.467,0.467,1,1,1,3.8
8349,9,7,2,1000,0.5,0.467,0.467,0.467,1,1,1,4.3
8351,9,7,2,1000,0.5,0.467,0.467,0.467,1,1,1,4.1
8352,4,4,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.4
8355,5,5,0,1000,0.909,0.9,0.9,0.9,0,0,0,3.9
8356,4,5,1,1000,0.727,0.7,0.7,0.7,0,0,0,3.4
8358,5,4,1,1000,0.727,0.7,0.7,0.7,0,0,0,3.7
8360,5,4,1,1000,0.727,0.7,0.7,0.7,0,0,0,3.2
8363,13,11,2,1000,0.933,0.929,0.929,0.929,1,1,1,4.6
8366,8,11,3,1000,0.643,0.615,0.615,0.615,1,0,2,3.8
8367,11,8,3,1000,0.571,0.538,0.538,0.538,1,0,0,3.0
8368,11,6,5,1000,0.5,0.462,0.462,0.462,2,0,2,3.4
8374,7,4,3,0.297,0.312,0.333,0.333,0.333,2,1,0,3.6
8376,4,7,3,0.274,0.333,0.357,0.357,0.357,2,1,0,4.2
8377,5,7,2,0.384,0.2,0.214,0.214,0.214,1,0,0,3.2
8379,5,5,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.7
8381,5,4,1,1000,0.727,0.7,0.7,0.7,1,0,1,4.7
8384,5,5,0,1000,0.455,0.4,0.4,0.4,1,0,1,2.835
8388,7,7,0,1000,0.909,0.9,0.9,0.9,0,0,0,4.5
8396,7,8,1,1000,0.308,0.25,0.25,0.25,1,1,1,3.3
8400,6,5,1,1000,0.8,0.778,0.778,0.778,1,1,0,3.785
8406,6,5,1,1000,0.889,0.875,0.875,0.875,0,0,0,4.5
8407,6,6,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.7
8409,6,6,0,1000,0.9,0.889,0.889,0.889,0,0,0,3.8
8412,5,6,1,1000,0.8,0.778,0.778,0.778,0,0,1,4.9
8417,6,3,3,1000,0.636,0.6,0.6,0.6,1,0,1,4.4
8419,6,4,2,1000,0.364,0.3,0.3,0.3,0,0,0,3.7
8421,3,4,1,1000,0.375,0.286,0.286,0.286,1,0,1,2.6
8424,5,5,0,1000,0.909,0.9,0.889,0.889,0,1,0,4.9
8425,5,5,0,1000,0.9,0.889,0.875,0.875,0,0,0,4.0
8426,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.1
8430,5,4,1,0.2,0.182,0.1,0.111,0.111,2,1,2,3.7
8431,4,5,1,0.218,0.2,0.111,0.125,0.125,2,0,2,3.8
8434,5,6,1,1000,0.909,0.9,0.9,0.9,0,0,0,3.9
8435,10,10,0,1000,0.933,0.929,0.929,0.929,0,0,0,4.9
8437,5,10,5,1000,0.467,0.429,0.429,0.429,2,0,2,2.6
8441,5,10,5,1000,0.5,0.462,0.462,0.462,2,0,2,2.6
8444,10,6,4,1000,0.615,0.615,0.615,0.615,1,0,2,4.9
8446,7,10,3,1000,0.538,0.538,0.538,0.538,1,0,1,4.0
8449,7,6,1,1000,0.636,0.636,0.636,0.636,0,0,1,2.7
8452,6,7,1,1000,0.818,0.8,0.8,0.8,1,1,0,3.2
8453,6,6,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.9
8455,6,6,0,1000,0.444,0.375,0.375,0.375,0,0,1,4.5
8456,6,6,0,1000,0.444,0.375,0.375,0.375,0,0,1,4.0
8457,6,6,0,1000,0.444,0.375,0.375,0.375,0,0,1,4.2
8458,6,7,1,1000,0.364,0.3,0.3,0.3,1,1,1,3.9
8459,6,6,0,1000,0.444,0.375,0.375,0.375,0,0,1,4.0
8460,6,6,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.6
8462,7,7,0,1000,0.933,0.929,0.929,0.929,0,0,0,4.7
8469,8,7,1,1000,0.846,0.833,0.833,0.833,0,0,0,4.7
8470,8,8,0,1000,0.923,0.917,0.917,0.917,0,0,0,4.2
8474,8,11,3,1000,0.316,0.278,0.278,0.278,3,0,2,2.6
8475,11,7,4,1000,0.263,0.222,0.222,0.222,3,0,2,2.4
8476,8,11,3,1000,0.316,0.278,0.278,0.278,3,0,2,2.7
8479,6,6,0,1000,0.909,0.9,0.9,0.9,0,0,0,4.4
8481,5,4,1,1000,0.778,0.75,0.75,0.75,1,1,1,4.1
8482,6,6,0,1000,0.455,0.4,0.4,0.4,0,0,0,4.0
8483,5,6,1,1000,0.364,0.3,0.3,0.3,0,1,0,3.9
8484,6,4,2,1000,0.4,0.333,0.333,0.333,1,0,1,4.0
8486,4,6,2,1000,0.364,0.3,0.3,0.3,1,0,1,4.2
8489,5,7,2,1000,0.7,0.667,0.667,0.667,0,0,1,5.0
8490,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.3
8492,5,4,1,1000,0.5,0.429,0.429,0.429,0,0,0,2.7
8493,4,5,1,1000,0.5,0.429,0.429,0.429,0,0,0,3.5
8494,5,4,1,1000,0.5,0.429,0.429,0.429,0,0,0,4.0
8501,5,4,1,1000,0.714,0.714,0.714,0.714,0,0,0,3.5
8502,4,4,0,1000,0.667,0.667,0.667,0.667,0,0,0,4.3
8504,4,4,0,1000,0.833,0.833,0.833,0.833,0,0,0,4.5
8506,6,6,0,1000,0.9,0.889,0.889,0.889,0,0,0,3.2
8507,6,6,0,1000,0.917,0.909,0.909,0.909,0,0,0,4.2
8511,6,6,0,1000,0.5,0.455,0.455,0.455,0,1,0,3.6
8512,6,6,0,1000,0.5,0.455,0.455,0.455,0,1,0,3.9
8514,6,6,0,1000,0.9,0.9,0.9,0.9,0,0,0,4.4
8516,8,8,0,1000,0.846,0.846,0.846,0.846,0,0,0,4.3
8517,8,8,0,1000,0.923,0.923,0.923,0.923,0,0,0,3.5
8520,8,6,2,1000,0.615,0.615,0.615,0.615,1,0,1,4.4
8521,6,8,2,1000,0.615,0.615,0.615,0.615,1,0,1,3.7
8524,6,6,0,1000,0.846,0.833,0.833,0.909,0,0,0,4.2
8525,7,5,2,1000,0.75,0.727,0.727,0.727,0,0,1,5.0
8528,5,6,1,0.355,0.167,0.091,0.091,0.091,1,0,1,1.5
8529,5,6,1,1000,0.273,0.2,0.2,0.2,1,0,1,2.3
8530,6,5,1,0.427,0.154,0.083,0.083,0.091,1,0,1,1.5
8532,4,4,0,1000,0.889,0.875,0.875,0.875,0,0,0,4.7
8536,4,8,4,1000,0.5,0.455,0.455,0.455,2,0,2,4.0
8537,4,8,4,1000,0.5,0.455,0.455,0.455,2,0,2,3.9
8538,8,4,4,1000,0.5,0.455,0.455,0.455,2,0,2,2.9
8541,4,4,0,1000,0.8,0.778,0.778,0.778,0,0,0,4.5
8543,3,4,1,1000,0.667,0.625,0.625,0.625,1,0,0,4.4
8551,7,8,1,1000,0.846,0.833,0.833,0.833,0,0,0,4.3
8555,7,8,1,1000,0.615,0.583,0.583,0.583,0,0,1,2.4
8561,6,6,0,1000,0.9,0.889,0.889,0.889,0,0,0,4.5
8562,6,6,0,1000,0.818,0.8,0.8,0.8,0,0,0,3.95
8563,7,6,1,1000,0.364,0.3,0.3,0.3,0,0,1,2.6
8564,6,7,1,1000,0.455,0.4,0.4,0.4,0,0,1,3.4
8566,6,6,0,1000,0.5,0.444,0.444,0.444,0,0,0,2.4
8567,6,7,1,1000,0.455,0.4,0.4,0.4,0,0,1,3.4
8569,8,8,0,1000,0.917,0.909,0.909,0.909,0,0,0,2.2
8571,9,7,2,1000,0.692,0.667,0.667,0.667,0,1,0,4.4
8572,8,9,1,1000,0.462,0.417,0.417,0.417,0,1,0,4.2
8574,9,5,4,1000,0.231,0.167,0.167,0.167,1,1,0,4.3
8578,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,3.8
8581,9,4,5,1000,0.333,0.286,0.286,0.286,3,2,1,4.3
8582,7,4,3,1000,0.357,0.308,0.308,0.308,1,1,1,2.6
8584,7,4,3,1000,0.286,0.231,0.231,0.231,1,1,1,3.1
8586,3,5,2,1000,0.7,0.667,0.667,0.625,0,0,1,4.9
8588,12,13,1,1000,0.941,0.938,0.938,0.938,0,0,0,4.5
8589,12,12,0,1000,0.941,0.938,0.938,0.938,0,0,0,4.3
8590,3,13,10,1000,0.294,0.25,0.25,0.25,4,1,4,2.6
8593,2,12,10,1000,0.235,0.188,0.188,0.188,4,1,4,2.3
8594,12,3,9,1000,0.294,0.25,0.25,0.25,4,1,4,2.4
8596,7,7,0,1000,0.917,0.909,0.909,0.909,1,0,1,4.1
8597,7,2,5,1000,0.385,0.417,0.417,0.417,3,1,1,4.3
8598,7,5,2,1000,0.615,0.667,0.667,0.667,1,1,1,3.35
8600,7,5,2,1000,0.333,0.364,0.364,0.364,1,0,1,2.9
8601,7,7,0,1000,0.462,0.417,0.417,0.417,0,1,2,3.7
8606,4,4,0,1000,0.857,0.833,0.833,0.833,0,0,0,4.9
8607,4,5,1,1000,0.778,0.75,0.75,0.75,1,0,0,3.9
8608,4,5,1,1000,0.667,0.625,0.625,0.625,1,0,0,4.3
8609,5,5,0,0.241,0.556,0.5,0.5,0.5,0,0,0,3.7
8610,5,4,1,0.205,0.556,0.5,0.5,0.5,1,0,0,4.5
8611,5,4,1,1000,0.556,0.5,0.5,0.5,1,0,0,4.4
8613,8,8,0,1000,0.769,0.75,0.75,0.75,0,0,1,5.0
8614,8,8,0,1000,0.917,0.909,0.909,0.909,0,0,0,3.4
8618,8,6,2,1000,0.333,0.273,0.273,0.273,1,1,0,2.365
8620,8,5,3,1000,0.25,0.182,0.182,0.182,1,1,0,2.7
8622,3,5,2,1000,0.778,0.778,0.778,0.778,1,1,1,4.9
8624,3,2,1,1000,0.833,0.8,0.8,0.8,0,0,0,4.1
8626,3,2,1,1000,0.286,0.286,0.286,0.286,0,0,0,3.0
8627,3,3,0,0.267,0,0,0,0,0,0,0,1.8
8629,4,3,1,1000,0.429,0.333,0.333,0.333,0,0,0,2.8
8630,3,3,0,1000,0.286,0.286,0.286,0.286,0,0,0,3.2
8631,9,9,0,1000,0.917,0.909,0.909,0.909,0,0,0,4.4
8635,4,9,5,1000,0.5,0.455,0.455,0.455,2,0,1,3.8
8636,4,9,5,1000,0.417,0.364,0.364,0.364,2,0,1,3.5
8637,4,9,5,1000,0.417,0.364,0.364,0.364,2,0,1,3.55
8639,4,9,5,1000,0.5,0.455,0.455,0.455,2,0,1,3.3
8645,5,6,1,1000,0.333,0.273,0.273,0.273,1,1,0,4.1
8646,5,6,1,1000,0.333,0.273,0.273,0.273,1,1,0,3.9
8647,6,5,1,0.426,0.333,0.273,0.273,0.273,1,1,0,3.3
8649,5,6,1,0.265,0.25,0.182,0.182,0.182,1,1,0,3.3
8651,5,7,2,1000,0.6,0.556,0.556,0.556,1,0,1,4.8
8656,7,4,3,1000,0.4,0.333,0.333,0.333,2,0,2,2.8
8657,5,4,1,1000,0.625,0.571,0.571,0.571,1,0,1,3.6
8663,4,5,1,1000,0.889,0.875,0.875,0.875,0,0,0,4.3
8664,4,6,2,1000,0.2,0.111,0.111,0.111,0,0,0,3.8
8665,5,6,1,1000,0.2,0.111,0.111,0.111,0,0,0,3.2
8668,4,6,2,1000,0.2,0.111,0.111,0.111,0,0,0,3.4
8669,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,4.4
8674,5,8,3,1000,0.364,0.3,0.3,0.3,1,0,0,2.4
8675,5,8,3,1000,0.364,0.3,0.3,0.3,1,0,0,2.8
8676,5,8,3,1000,0.364,0.3,0.3,0.3,1,0,0,3.0
8679,5,5,0,1000,0.875,0.857,0.857,0.857,0,0,0,3.3
8680,6,7,1,1000,0.929,0.923,0.923,0.923,0,0,0,4.6
